OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,NumberofBuildings,NumberofFloors,PropertyGFATotal,ListOfAllPropertyUseTypes,LargestPropertyUseType,ENERGYSTARScore,SiteEUIWN(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUseWN(kBtu),Electricity(kWh),ComplianceStatus,TotalGHGEmissions,GHGEmissionsIntensity,Âgebâtiment,out_clas,consumption_rate_Electricity,consumption_rate_Gas,consumption_rate_Steam,GFABuildingRate,GFAParkingRate,GFAPerBuilding,GFAPerFloor
174,2016,Nonresidential COS,Other,98134.0,6834700175,2,GREATER DUWAMISH,1.0,1,67356,"Repair Services (Vehicle, Shoe, Locksmith, etc)","Repair Services (Vehicle, Shoe, Locksmith, etc)",,118.3000031,252.10000609999997,8086930.5,1225674.375,Compliant,204.08,3.03,66,Low,High Usage,High Usage,Low Usage,1.0,0.0,67356.0,67356.0
175,2016,SPS-District K-12,K-12 School,98122.0,6840701230,3,CENTRAL,1.0,3,254523,K-12 School,K-12 School,60.0,58.20000076,126.3000031,14810159.0,2296326.25,Error - Correct Default Data,359.09,1.41,8,Low,High Usage,High Usage,Low Usage,1.0,0.0,254523.0,84841.0
176,2016,SPS-District K-12,K-12 School,98118.0,7129302300,2,SOUTHEAST,1.0,3,78804,K-12 School,K-12 School,92.0,34.0,79.30000305,2677620.75,482184.6875,Error - Correct Default Data,56.82,0.72,15,Low,High Usage,High Usage,Low Usage,1.0,0.0,78804.0,26268.0
177,2016,SPS-District K-12,K-12 School,98122.0,7152200350,3,CENTRAL,1.0,3,66994,K-12 School,K-12 School,79.0,38.5,99.59999847,2579774.5,534831.5,Error - Correct Default Data,41.74,0.62,14,Low,High Usage,High Usage,Low Usage,1.0,0.0,66994.0,22331.333
178,2016,SPS-District K-12,K-12 School,98118.0,7243500230,2,GREATER DUWAMISH,1.0,3,98357,K-12 School,K-12 School,88.0,38.5,81.30000305,3783580.25,564791.125,Error - Correct Default Data,94.64,0.96,16,Low,High Usage,High Usage,Low Usage,1.0,0.0,98357.0,32785.667
179,2016,NonResidential,Small- and Mid-Sized Office,98118.0,7378600265,2,GREATER DUWAMISH,1.0,1,54765,"Office, Other",Office,,88.69999695,243.5,4503671.5,1046112.813,Compliant,61.21,1.12,58,Low,High Usage,High Usage,Low Usage,1.0,0.0,54765.0,54765.0
180,2016,NonResidential,Other,98118.0,7378600265,2,GREATER DUWAMISH,1.0,5,89821,"Food Service, Office, Other - Lodging/Residential",Other - Lodging/Residential,,25.0,27.89999962,2220796.5,19771.90039,Compliant,100.46,1.12,7,Low,High Usage,High Usage,Low Usage,1.0,0.0,89821.0,17964.2
182,2016,NonResidential,University,98119.0,7443000070,7,MAGNOLIA / QUEEN ANNE,1.0,2,52611,College/University,College/University,,83.40000153,186.1000061,4390158.0,726633.375,Compliant,104.26,1.98,36,Low,High Usage,High Usage,Low Usage,1.0,0.0,52611.0,26305.5
183,2016,NonResidential,Residence Hall,98119.0,7443000375,7,MAGNOLIA / QUEEN ANNE,1.0,4,139600,Residence Hall/Dormitory,Residence Hall/Dormitory,89.0,35.40000153,74.69999695,4800620.5,678868.1875,Compliant,129.39,0.93,15,Low,High Usage,High Usage,Low Usage,0.73138,0.26862,139600.0,34900.0
185,2016,SPS-District K-12,K-12 School,98125.0,2826049152,5,NORTH,1.0,2,236758,"K-12 School, Parking",K-12 School,96.0,38.90000153,84.40000153,9287467.0,1403853.5,Compliant,222.78,0.94,5,Low,High Usage,High Usage,Low Usage,1.0,0.0,236758.0,118379.0
187,2016,NonResidential,Other,98122.0,2908700085,3,CENTRAL,3.0,6,250981,"Courthouse, Other",Other,,65.69999695,151.8000031,14196194.0,2390094.5,Compliant,422.39,1.68,45,Low,High Usage,High Usage,High Usage,1.0,0.0,83660.333,41830.167
189,2016,SPS-District K-12,K-12 School,98117.0,2919200635,6,NORTHWEST,1.0,3,62526,K-12 School,K-12 School,96.0,35.09999847,75.30000305,2192411.0,326608.6875,Error - Correct Default Data,54.07,0.86,14,Low,High Usage,High Usage,Low Usage,1.0,0.0,62526.0,20842.0
338,2016,NonResidential,Other,98101.0,0660001215,7,DOWNTOWN,1.0,11,299070,Other,Other,,264.0,532.2999878,66000296.0,8983483.0,Compliant,2055.82,6.87,12,Low,High Usage,High Usage,Low Usage,0.77118,0.22882,299070.0,27188.182
190,2016,NonResidential,Small- and Mid-Sized Office,98108.0,2924049043,2,GREATER DUWAMISH,1.0,3,64015,"Non-Refrigerated Warehouse, Office, Other - Services",Office,21.0,62.5,168.3999939,3375016.25,778834.0,Compliant,49.58,0.77,9,Low,High Usage,High Usage,Low Usage,1.0,0.0,64015.0,21338.333
194,2016,NonResidential,Retail Store,98125.0,2926049025,5,NORTH,1.0,1,530039,"Restaurant, Retail Store",Retail Store,98.0,54.29999924,121.0,28763498.0,4755137.5,Compliant,723.47,1.36,65,Low,High Usage,High Usage,Low Usage,1.0,0.0,530039.0,530039.0
195,2016,NonResidential,Other,98125.0,2926049409,5,NORTH,1.0,3,54224,Other/Specialty Hospital,Other/Specialty Hospital,,163.1000061,321.0,7668810.0,980312.8125,Compliant,231.53,4.27,52,Low,High Usage,High Usage,Low Usage,1.0,0.0,54224.0,18074.667
197,2016,NonResidential,Retail Store,98125.0,2926049528,5,NORTH,1.0,4,124342,Retail Store,Retail Store,76.0,71.59999847,222.10000609999997,8729918.0,2536231.25,Compliant,66.3,0.53,51,Low,High Usage,High Usage,Low Usage,1.0,0.0,124342.0,31085.5
198,2016,NonResidential,Hospital,98105.0,2982800005,4,NORTHEAST,6.0,10,879000,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),10.0,293.2000122,576.5999756,257764208.0,33892500.0,Compliant,8145.52,9.27,63,Low,High Usage,High Usage,Low Usage,1.0,0.0,146500.0,87900.0
200,2016,NonResidential,Other,98133.0,3026049024,5,NORTHWEST,1.0,3,55442,"Financial Office, Medical Office, Parking",Financial Office,72.0,88.90000153,197.6000061,3313397.0,544942.8125,Compliant,83.7,1.51,20,Low,High Usage,High Usage,Low Usage,1.0,0.0,55442.0,18480.667
205,2016,SPS-District K-12,K-12 School,98117.0,3050700050,6,BALLARD,1.0,2,242795,K-12 School,K-12 School,80.0,40.0,112.3000031,9708318.0,2303477.0,Error - Correct Default Data,123.71,0.51,17,Low,High Usage,High Usage,Low Usage,1.0,0.0,242795.0,121397.5
209,2016,NonResidential,Self-Storage Facility,98122.0,3225049002,3,EAST,1.0,5,84870,Self-Storage Facility,Self-Storage Facility,,18.89999962,31.70000076,1617801.25,141452.2031,Compliant,51.11,0.6,106,Low,High Usage,High Usage,Low Usage,1.0,0.0,84870.0,16974.0
211,2016,Campus,University,98103.0,3226049021,5,NORTHWEST,11.0,2,694072,College/University,College/University,,56.09999847,167.0,37410800.0,9803878.0,Compliant,362.82,0.52,46,Low,High Usage,High Usage,Low Usage,0.83917,0.16083,63097.455,347036.0
212,2016,SPS-District K-12,K-12 School,98118.0,3332501090,2,SOUTHEAST,1.0,2,173185,K-12 School,K-12 School,79.0,40.59999847,64.90000153,7034167.5,527763.0,Error - Correct Default Data,242.36,1.4,64,Low,High Usage,High Usage,Low Usage,1.0,0.0,173185.0,86592.5
214,2016,SPS-District K-12,K-12 School,98106.0,3438501230,1,DELRIDGE,1.0,1,145341,K-12 School,K-12 School,75.0,45.59999847,77.19999695,6337972.0,546590.625,Error - Correct Default Data,206.01,1.42,53,Low,High Usage,High Usage,Low Usage,1.0,0.0,145341.0,145341.0
215,2016,NonResidential,Warehouse,98108.0,3466800065,2,GREATER DUWAMISH,1.0,4,114297,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,61.0,21.10000038,39.70000076,2415462.5,267431.0,Compliant,69.44,0.61,112,Low,High Usage,High Usage,Low Usage,1.0,0.0,114297.0,28574.25
216,2016,SPS-District K-12,K-12 School,98118.0,3524049149,2,SOUTHEAST,1.0,2,184125,K-12 School,K-12 School,86.0,54.70000076,92.30000305,10067991.0,879209.3125,Error - Correct Default Data,328.97,1.79,56,Low,High Usage,High Usage,Low Usage,1.0,0.0,184125.0,92062.5
220,2016,NonResidential,Warehouse,98134.0,3573700006,2,GREATER DUWAMISH,1.0,1,234144,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,87.0,33.59999847,47.09999847,7874958.5,385937.0,Compliant,297.43,1.27,79,Low,High Usage,High Usage,Low Usage,1.0,0.0,234144.0,234144.0
223,2016,NonResidential,Retail Store,98126.0,3624039009,1,DELRIDGE,1.0,1,64984,Retail Store,Retail Store,72.0,46.09999847,130.6999969,3016373.5,766027.8125,Compliant,35.78,0.55,50,Low,High Usage,High Usage,Low Usage,1.0,0.0,64984.0,64984.0
224,2016,NonResidential,Retail Store,98126.0,3624039009,1,DELRIDGE,1.0,1,67745,Retail Store,Retail Store,37.0,141.5,227.3000031,9589728.0,769080.3125,Compliant,369.14,5.45,51,Low,High Usage,High Usage,Low Usage,1.0,0.0,67745.0,67745.0
225,2016,SPS-District K-12,K-12 School,98126.0,3624039032,1,DELRIDGE,1.0,2,367884,K-12 School,K-12 School,97.0,36.09999847,85.90000153,13279344.0,2404753.75,Compliant,272.85,0.74,6,Low,High Usage,High Usage,Low Usage,1.0,0.0,367884.0,183942.0
226,2016,SPS-District K-12,K-12 School,98126.0,3624039057,1,DELRIDGE,1.0,1,46797,K-12 School,K-12 School,86.0,50.90000153,91.5,2380144.5,233647.0938,Error - Correct Default Data,73.47,1.57,58,Low,High Usage,High Usage,Low Usage,1.0,0.0,46797.0,46797.0
228,2016,NonResidential,Other,98117.0,3693901110,6,BALLARD,1.0,3,56000,Other,Other,,37.29999924,70.69999695,2088978.125,247615.5938,Compliant,59.34,1.06,43,Low,High Usage,High Usage,Low Usage,1.0,0.0,56000.0,18666.667
229,2016,SPS-District K-12,K-12 School,98118.0,3812400550,2,SOUTHEAST,1.0,2,67371,K-12 School,K-12 School,92.0,33.59999847,80.09999847,2260359.75,423604.5938,Error - Correct Default Data,46.36,0.69,12,Low,High Usage,High Usage,Low Usage,1.0,0.0,67371.0,33685.5
230,2016,NonResidential,Self-Storage Facility,98126.0,3874900040,1,SOUTHWEST,1.0,2,52088,Self-Storage Facility,Self-Storage Facility,,30.29999924,53.70000076,1576122.875,153506.7031,Compliant,48.99,0.94,47,Low,High Usage,High Usage,Low Usage,1.0,0.0,52088.0,26044.0
231,2016,SPS-District K-12,K-12 School,98103.0,4083301505,4,LAKE UNION,1.0,3,127776,K-12 School,K-12 School,75.0,39.09999847,103.5,4998584.5,1093179.875,Error - Correct Default Data,80.08,0.63,6,Low,High Usage,High Usage,Low Usage,1.0,0.0,127776.0,42592.0
232,2016,NonResidential,Hotel,98109.0,4088802955,3,LAKE UNION,1.0,5,123920,"Hotel, Parking, Swimming Pool",Hotel,79.0,78.09999847,152.1999969,9676783.0,1195550.25,Compliant,309.6,2.5,18,Low,High Usage,High Usage,Low Usage,0.75791,0.24209,123920.0,24784.0
233,2016,Nonresidential COS,Other,98109.0,4088803210,3,LAKE UNION,1.0,1,50000,Museum,Museum,,184.6999969,373.7000122,7942537.5,1113108.0,Compliant,225.69,4.51,116,Low,High Usage,High Usage,Low Usage,1.0,0.0,50000.0,50000.0
235,2016,NonResidential,Hotel,98109.0,4088803586,7,MAGNOLIA / QUEEN ANNE,1.0,7,207656,Hotel,Hotel,76.0,83.0,171.3999939,11754087.0,1620980.875,Compliant,338.16,1.63,18,Low,High Usage,High Usage,Low Usage,0.73831,0.26169,207656.0,29665.143
237,2016,SPS-District K-12,K-12 School,98117.0,4240400005,6,BALLARD,1.0,2,67235,K-12 School,K-12 School,89.0,36.29999924,86.80000305,2443194.0,458595.4063,Error - Correct Default Data,49.12,0.73,17,Low,High Usage,High Usage,Low Usage,1.0,0.0,67235.0,33617.5
238,2016,Nonresidential COS,Small- and Mid-Sized Office,98103.0,4310701070,5,NORTHWEST,1.0,2,91130,"Data Center, Distribution Center, Office, Other, Parking",Office,,106.09999850000001,272.2000122,10005492.0,2079127.75,Compliant,175.77,1.93,59,Low,High Usage,High Usage,Low Usage,1.0,0.0,91130.0,45565.0
241,2016,NonResidential,Hotel,98133.0,4468400005,5,NORTHWEST,1.0,4,64893,Hotel,Hotel,70.0,95.69999695,185.3999939,6211749.5,768038.625,Compliant,208.26,3.21,48,Low,High Usage,High Usage,Low Usage,1.0,0.0,64893.0,16223.25
243,2016,SPS-District K-12,K-12 School,98108.0,5129000050,2,GREATER DUWAMISH,1.0,1,70762,K-12 School,K-12 School,87.0,58.5,76.5,4138032.75,143935.0,Error - Correct Default Data,168.88,2.39,91,Low,High Usage,High Usage,Low Usage,1.0,0.0,70762.0,70762.0
245,2016,NonResidential,Other,98134.0,7666204876,2,GREATER DUWAMISH,1.0,6,1585960,"Other - Entertainment/Public Assembly, Parking",Other - Entertainment/Public Assembly,,39.20000076,106.3000031,62160304.0,14490010.0,Compliant,892.63,0.56,17,Low,High Usage,High Usage,Low Usage,0.79339,0.20661,1585960.0,264326.667
247,2016,Nonresidential COS,Distribution Center,98134.0,7666205660,2,GREATER DUWAMISH,1.0,2,179161,"Data Center, Distribution Center, Office, Other",Distribution Center,,56.29999924,167.6000061,10168523.0,2570956.75,Compliant,96.43,0.54,92,Low,High Usage,High Usage,Low Usage,1.0,0.0,179161.0,89580.5
249,2016,NonResidential,Other,98134.0,7666206483,2,GREATER DUWAMISH,1.0,3,1172127,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,,49.0,121.40000149999999,57406988.0,11905739.0,Compliant,1246.55,1.06,17,Low,High Usage,High Usage,Low Usage,1.0,0.0,1172127.0,390709.0
250,2016,NonResidential,Hotel,98134.0,7666206720,2,GREATER DUWAMISH,1.0,9,168449,"Food Service, Hotel, Parking",Hotel,64.0,89.19999695,182.6999969,12871628.0,1826563.0,Compliant,388.37,2.31,11,Low,High Usage,High Usage,Low Usage,0.91352,0.08648,168449.0,18716.556
260,2016,SPS-District K-12,K-12 School,98103.0,7821200700,4,LAKE UNION,1.0,4,241066,K-12 School,K-12 School,79.0,36.90000153,66.19999695,8886716.0,907478.3125,Error - Correct Default Data,270.97,1.12,19,Low,High Usage,High Usage,Low Usage,1.0,0.0,241066.0,60266.5
261,2016,Campus,Large Office,98108.0,7883608601,1,GREATER DUWAMISH,14.0,2,334368,"Laboratory, Non-Refrigerated Warehouse, Office, Other - Utility",Office,,161.8999939,453.29998780000005,54136068.0,13282936.0,Compliant,748.55,2.24,36,Low,High Usage,High Usage,Low Usage,0.90467,0.09533,23883.429,167184.0
263,2016,NonResidential,Other,98125.0,8632880000,5,NORTH,1.0,6,419848,"Fast Food Restaurant, Medical Office, Movie Theater, Parking, Retail Store",Parking,,109.0,285.10000610000003,9238992.0,2050189.25,Compliant,162.41,0.39,8,Low,High Usage,High Usage,Low Usage,0.20183,0.79817,419848.0,69974.667
264,2016,NonResidential,Mixed Use Property,98119.0,8681450000,7,MAGNOLIA / QUEEN ANNE,1.0,4,110785,"Financial Office, Multifamily Housing, Parking, Retail Store, Supermarket/Grocery Store",Multifamily Housing,,98.09999847,299.0,10864032.0,2971733.5,Compliant,92.91,0.84,14,Low,High Usage,High Usage,Low Usage,1.0,0.0,110785.0,27696.25
267,2016,NonResidential,Hotel,98101.0,6792120000,7,DOWNTOWN,1.0,0,934292,"Hotel, Other, Parking, Restaurant, Retail Store",Hotel,,120.5,278.2000122,66502836.0,11536962.0,Compliant,1638.46,1.75,17,Low,High Usage,High Usage,Low Usage,1.0,0.0,934292.0,inf
268,2016,NonResidential,Hospital,98122.0,7942600331,3,CENTRAL,6.0,5,597519,"Hospital (General Medical & Surgical), Parking",Hospital (General Medical & Surgical),34.0,244.8000031,459.20001219999995,147299056.0,17220084.0,Compliant,4906.33,8.21,26,Low,High Usage,High Usage,Low Usage,1.0,0.0,99586.5,119503.8
273,2016,SPS-District K-12,K-12 School,98106.0,7972603210,1,DELRIDGE,1.0,1,71714,K-12 School,K-12 School,87.0,34.5,93.90000153,2470597.75,569817.125,Error - Correct Default Data,36.24,0.51,17,Low,High Usage,High Usage,Low Usage,1.0,0.0,71714.0,71714.0
276,2016,NonResidential,Hospital,98104.0,8590900220,3,EAST,9.0,8,1158691,"Hospital (General Medical & Surgical), Parking",Hospital (General Medical & Surgical),29.0,219.6999969,502.79998780000005,296671744.0,49438336.0,Compliant,10734.57,9.26,16,Low,High Usage,High Usage,High Usage,1.0,0.0,128743.444,144836.375
278,2016,NonResidential,Senior Care Community,98104.0,8592900105,2,DOWNTOWN,1.0,5,102796,"K-12 School, Medical Office, Office, Restaurant, Retail Store, Senior Care Community",Senior Care Community,,100.0,256.1000061,10281401.0,2177261.5,Compliant,193.94,1.89,17,Low,High Usage,High Usage,Low Usage,0.87732,0.12268,102796.0,20559.2
279,2016,SPS-District K-12,K-12 School,98116.0,8702100050,1,SOUTHWEST,1.0,2,208981,K-12 School,K-12 School,80.0,43.20000076,95.19999695,9030149.0,1434598.625,Error - Correct Default Data,207.79,0.99,14,Low,High Usage,High Usage,Low Usage,1.0,0.0,208981.0,104490.5
281,2016,NonResidential,K-12 School,98105.0,8816400900,4,NORTHEAST,1.0,2,55653,K-12 School,K-12 School,98.0,28.79999924,30.5,1597907.25,1798.9000239999998,Compliant,72.88,1.31,88,Low,High Usage,High Usage,Low Usage,1.0,0.0,55653.0,27826.5
282,2016,NonResidential,Hotel,98105.0,8817400055,4,NORTHEAST,1.0,16,106860,Hotel,Hotel,49.0,118.09999850000001,190.6999969,12616417.0,1043886.875,Compliant,469.57,4.39,85,Low,High Usage,High Usage,Low Usage,1.0,0.0,106860.0,6678.75
283,2016,NonResidential,Small- and Mid-Sized Office,98125.0,8822900465,5,NORTH,1.0,5,50759,"Office, Restaurant",Office,62.0,65.40000153,174.1000061,3321734.0,749863.125,Compliant,49.09,0.97,44,Low,High Usage,High Usage,Low Usage,1.0,0.0,50759.0,10151.8
284,2016,NonResidential,Worship Facility,98105.0,8823902255,4,NORTHEAST,1.0,2,56772,Worship Facility,Worship Facility,46.0,48.70000076,87.80000305,2762805.5,285789.1875,Compliant,84.57,1.49,64,Low,High Usage,High Usage,Low Usage,1.0,0.0,56772.0,28386.0
285,2016,NonResidential,Worship Facility,98105.0,8823902325,4,NORTHEAST,1.0,3,103000,Worship Facility,Worship Facility,42.0,52.29999924,102.4000015,5391782.0,685356.0,Compliant,149.93,1.46,64,Low,High Usage,High Usage,Low Usage,1.0,0.0,103000.0,34333.333
286,2016,SPS-District K-12,K-12 School,98115.0,8826900005,4,NORTHEAST,1.0,3,269297,K-12 School,K-12 School,80.0,41.59999847,99.59999847,11208195.0,2111361.25,Error - Correct Default Data,225.19,0.84,10,Low,High Usage,High Usage,Low Usage,1.0,0.0,269297.0,89765.667
287,2016,SPS-District K-12,K-12 School,98115.0,8827900180,4,NORTHEAST,1.0,3,75174,K-12 School,K-12 School,77.0,40.09999847,87.59999847,3011741.75,465868.5,Error - Correct Default Data,71.86,0.96,15,Low,High Usage,High Usage,Low Usage,1.0,0.0,75174.0,25058.0
289,2016,SPS-District K-12,K-12 School,98119.0,9270200005,7,MAGNOLIA / QUEEN ANNE,1.0,3,75214,K-12 School,K-12 School,88.0,32.70000076,82.5,2457326.25,508113.9063,Error - Correct Default Data,43.98,0.58,13,Low,High Usage,High Usage,Low Usage,1.0,0.0,75214.0,25071.333
290,2016,SPS-District K-12,K-12 School,98116.0,9278300005,1,SOUTHWEST,1.0,3,134918,K-12 School,K-12 School,91.0,30.60000038,79.0,4135198.25,848506.625,Error - Correct Default Data,69.42,0.51,11,Low,High Usage,High Usage,Low Usage,1.0,0.0,134918.0,44972.667
292,2016,SPS-District K-12,K-12 School,98115.0,9528103775,6,NORTHWEST,1.0,3,92437,K-12 School,K-12 School,78.0,57.09999847,81.90000153,5280739.0,283665.3125,Error - Correct Default Data,201.05,2.17,89,Low,High Usage,High Usage,Low Usage,1.0,0.0,92437.0,30812.333
293,2016,NonResidential,Other,98101.0,2141290000,7,DOWNTOWN,1.0,7,128766,"Office, Other, Other - Entertainment/Public Assembly",Other - Entertainment/Public Assembly,,47.0,142.3999939,6057410.0,1680143.5,Compliant,57.21,0.44,102,Low,High Usage,High Usage,Low Usage,1.0,0.0,128766.0,18395.143
294,2016,NonResidential,Residence Hall,98101.0,2301950000,7,DOWNTOWN,1.0,9,107572,"Office, Residence Hall/Dormitory, Retail Store",Residence Hall/Dormitory,76.0,57.79999924,117.09999850000001,5879083.0,731552.1875,Compliant,254.87,2.37,103,Low,High Usage,Low Usage,High Usage,1.0,0.0,107572.0,11952.444
295,2016,NonResidential,Other,98101.0,2302700000,7,DOWNTOWN,1.0,15,230880,Other,Other,,303.7999878,954.0,61674856.0,18228948.0,Compliant,433.6,1.88,61,Low,High Usage,Low Usage,Low Usage,1.0,0.0,230880.0,15392.0
300,2016,SPS-District K-12,K-12 School,98108.0,7549802085,2,GREATER DUWAMISH,1.0,3,204961,K-12 School,K-12 School,94.0,43.59999847,92.0,8935423.0,1327293.75,Error - Correct Default Data,226.06,1.1,9,Low,High Usage,High Usage,Low Usage,1.0,0.0,204961.0,68320.333
302,2016,NonResidential,Other,98119.0,7666201147,7,MAGNOLIA / QUEEN ANNE,1.0,1,76086,Other,Other,,46.0,90.30000305,3576720.0,458196.3125,Compliant,101.41,1.33,43,Low,High Usage,High Usage,Low Usage,1.0,0.0,76086.0,76086.0
313,2016,NonResidential,Medical Office,98119.0,7666202190,7,MAGNOLIA / QUEEN ANNE,1.0,5,190000,"Medical Office, Office",Medical Office,1.0,183.5,443.0,28731502.0,5493974.5,Compliant,661.04,3.48,89,Low,High Usage,High Usage,Low Usage,0.79474,0.20526,190000.0,38000.0
314,2016,NonResidential,Hotel,98121.0,7666202317,7,DOWNTOWN,1.0,4,122309,Hotel,Hotel,8.0,213.60000609999997,330.2999878,26122018.0,1853028.5,Compliant,1060.13,8.67,55,Low,High Usage,High Usage,Low Usage,1.0,0.0,122309.0,30577.25
315,2016,Campus,Other,98125.0,7666202325,7,DOWNTOWN,4.0,3,215476,Other,Other,,113.3000031,251.8000031,24606366.0,4041281.75,Compliant,639.39,2.97,21,Low,High Usage,High Usage,Low Usage,1.0,0.0,53869.0,71825.333
316,2016,NonResidential,Hotel,98121.0,7666202345,7,DOWNTOWN,1.0,8,254273,Hotel,Hotel,29.0,96.90000153,205.0,26831896.0,4033863.5,Compliant,780.84,3.07,13,Low,High Usage,High Usage,Low Usage,0.84741,0.15259,254273.0,31784.125
317,2016,Nonresidential COS,Other,98101.0,7666202420,7,DOWNTOWN,1.0,2,69400,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,,219.5,547.7000122000001,15230290.0,3087447.25,Compliant,301.76,4.35,36,Low,High Usage,High Usage,Low Usage,1.0,0.0,69400.0,34700.0
318,2016,NonResidential,Mixed Use Property,98104.0,7666202495,7,DOWNTOWN,1.0,1,62900,"Other, Restaurant, Retail Store",Restaurant,,165.6999969,294.60000610000003,10883874.0,1110179.625,Compliant,377.27,6.0,116,Low,High Usage,High Usage,Low Usage,1.0,0.0,62900.0,62900.0
319,2016,NonResidential,Small- and Mid-Sized Office,98104.0,7666202580,7,DOWNTOWN,1.0,4,56500,"Office, Retail Store",Office,98.0,37.5,88.09999847,1500938.5,260120.7031,Compliant,44.22,0.78,102,Low,High Usage,Low Usage,High Usage,1.0,0.0,56500.0,14125.0
322,2016,NonResidential,Large Office,98121.0,0656000005,7,DOWNTOWN,0.0,3,100734,Office,Office,20.0,98.19999695,308.39999389999997,9892566.0,2868908.5,Compliant,68.24,0.68,48,Low,High Usage,Low Usage,Low Usage,0.73464,0.26536,inf,33578.0
323,2016,NonResidential,Small- and Mid-Sized Office,98121.0,0656000045,7,DOWNTOWN,1.0,4,77662,"Office, Parking",Office,57.0,83.19999695,230.5,5168686.5,1256184.75,Compliant,68.19,0.88,35,Low,High Usage,High Usage,Low Usage,0.76174,0.23826,77662.0,19415.5
324,2016,NonResidential,Large Office,98121.0,0656000480,7,DOWNTOWN,1.0,12,234000,"Financial Office, Laboratory, Office, Parking",Office,39.0,90.09999847,277.39999389999997,18811322.0,5347641.0,Compliant,149.27,0.64,38,Low,High Usage,High Usage,Low Usage,0.90688,0.09312,234000.0,19500.0
